GeneName,Low_Cys_Day12_E12,Low_Cys_Day14_E12,High_Cys_Day0_E13,High_Cys_Day3_E13,High_Cys_Day6_E13,High_Cys_Day8_E13,Low_Cys_Day10_E11,Low_Cys_Day12_E11,Low_Cys_Day14_E11,Low_Cys_Day0_E12,Low_Cys_Day3_E12,Low_Cys_Day6_E12,Low_Cys_Day8_E12,Low_Cys_Day3_E9,Low_Cys_Day6_E9,Low_Cys_Day8_E9,Low_Cys_Day10_E9,Low_Cys_Day12_E9,Low_Cys_Day14_E9,Low_Cys_Day0_E11,Low_Cys_Day3_E11,Low_Cys_Day6_E11,Control_Day12_D4,Control_Day14_D4,High_Cys_Day6_E16,High_Cys_Day8_E16,High_Cys_Day10_E16,High_Cys_Day12_E16,High_Cys_Day14_E16,High_Cys_Day3_E14,High_Cys_Day3_E16,High_Cys_Day0_E16,High_Cys_Day14_E14,High_Cys_Day12_E14,High_Cys_Day10_E14,High_Cys_Day6_E14,High_Cys_Day8_E14,High_Cys_Day0_E14,High_Cys_Day14_E13,High_Cys_Day12_E13,High_Cys_Day10_E13,Low_Cys_Day10_E12,Low_Cys_Day8_E11,Low_Cys_Day0_E9,Control_Day10_D4,Control_Day8_D4,Control_Day6_D4,Control_Day3_D4,Control_Day0_D4,Control_Day14_D2,Control_Day12_D2,Control_Day10_D2,Control_Day8_D2,Control_Day6_D2,Control_Day3_D2,Control_Day0_D2,Control_Day14_D1,Control_Day12_D1,Control_Day10_D1,Control_Day8_D1,Control_Day6_D1,Control_Day3_D1,Control_Day0_D1
Sf3b1,-0.076586433,-0.195035629,0.579198644,0.478976436,0.10969664,0.090574468,0.022150482,-0.153205345,-0.287826658,0.297563664,0.282609575,0.110380448,0.079916822,0.326670051,0.065827977,-0.018487831,-0.08544652,-0.225840048,-0.194324104,0.368097514,0.274108581,0.136644536,-0.059321149,-0.161236818,0.110514475,-0.124487486,-0.156287729,-0.376435489,-0.323215918,0.431510967,0.311309648,0.383811456,-0.566405925,-0.131471075,-0.192249223,0.019305977,-0.033009015,0.451656698,-0.220746608,-0.194468754,-0.118719087,-0.032342251,0.398230672,0.425484242,-0.174799193,0.049187364,0.123669288,0.265123755,0.416072947,-0.224905497,-0.274144777,-0.210699121,-0.036158893,-0.015568909,0.516706856,0.314242747,-0.20216591,-0.299102106,-0.172195631,-0.023542403,0.11977927,0.321225523,0.65252884
Hspd1,0.388626376,0.431228889,-0.037136046,-0.173322673,-0.201763474,-0.216230806,0.197318741,0.378967396,0.458566082,0.007205514,-0.102759187,0.007285928,0.123621288,-0.116613615,-0.013737542,0.075445135,0.224994533,0.403227174,0.641155139,0.013734591,-0.131599746,0.005439487,0.048762498,0.162819642,-0.192643922,-0.16739244,-0.122428636,0.083241258,0.148770918,-0.109911113,-0.029930522,-0.034315605,0.260420446,-0.00491997,-0.092835568,-0.170803629,-0.198271506,-0.025431611,0.123282452,0.016307883,-0.166451019,0.192473933,0.197826061,0.02445619,-0.054241726,-0.143143748,-0.197513221,-0.134387241,0.015349233,0.063908966,-0.035173138,-0.183263421,-0.171461594,-0.200389504,-0.079118639,0.027302083,0.102447221,-0.003921836,-0.161668055,-0.214127419,-0.218883308,-0.080015958,0.070539967
Hspe1,0.385123421,0.401800073,-0.022510194,-0.989727465,-0.19550083,-0.17131925,0.054448275,0.349858243,0.424364083,-0.116359005,-0.354191472,-0.150463951,-0.133764423,-0.205790793,-0.135757359,-0.05491649,0.066345706,0.296327391,0.568242471,-0.154987896,-0.240804922,-0.120498543,0.117718915,0.19807973,-0.214523466,-0.228505348,-0.126520726,0.006187086,0.130561195,-0.401821789,-0.671097578,-0.056200749,0.277415087,0.091090335,-0.106358447,-0.191139832,-0.186201442,-0.083015819,0.20677195,0.03122914,-0.150506554,0.128725576,-0.809071807,-0.168197841,-0.03472556,-0.230621725,-0.214686656,-0.25144654,-0.229316502,0.110540293,-0.037387685,-0.15044505,-0.161185991,-0.222921498,-0.742807199,-0.187539066,0.213406817,0.041835228,-0.106024101,-0.173300657,-0.278398698,-0.852229182,-0.588159518
Mob4,0.418576507,0.307859278,0.058681562,0.51472562,-0.096424684,-0.133742849,0.195853637,0.318844194,0.340448374,0.215046458,-0.150767311,-0.102819496,0.300353704,-0.03949897,-0.142345847,0.011182066,0.162654368,0.414492983,0.730022059,0.207480491,-0.198411736,-0.084998912,0.203440627,0.467700411,-0.225120337,-0.361559683,-0.276256119,-0.286650495,-0.352052225,0.115528168,0.407650124,0.026227773,0.023702985,0.068853843,-0.313588058,-0.299799299,0.021644092,0.117855477,0.061933971,-0.098062044,-0.249982253,0.147505132,0.639038907,0.21668525,0.269631678,-0.072700611,-0.138597035,-0.223181403,0.124319714,0.263964128,0.360371395,-0.307959222,-0.26511665,-0.032040663,0.46551365,0.165560468,0.227624206,0.015533336,-0.188914128,-0.19046854,-0.290454722,0.349429172,0.472386455
Bzw1,-0.412496119,-0.52876205,0.134540657,0.146644289,0.291953598,0.160660752,-0.298183527,-0.461263386,-0.567873109,0.134683942,0.203038966,-0.230562327,-0.186327021,0.23258296,-0.107988498,-0.130935544,-0.298696107,-0.417211927,-0.514457013,0.14469213,0.172055766,-0.117204354,-0.07022181,-0.153135959,0.207131399,0.168793495,0.158921749,-0.463827576,-0.823533693,0.265608077,-0.036060216,0.162054923,-0.683912974,-0.209413718,-0.087155265,0.22626503,0.249483786,0.098140782,-0.237181392,-0.186708809,0.013851265,-0.300351934,0.015691811,0.223116982,-0.064324307,0.133373694,0.099135338,0.201251655,0.114015542,-0.073778525,0.036615076,0.008231189,0.086324262,0.16502846,0.279681074,0.123763581,-0.128859467,-0.174590945,-0.012290429,0.089446983,0.169599701,0.152820789,0.316728841
Ppil3,0.013679924,0.067138225,-0.059297184,-0.21916852,-0.126715182,-0.012968133,0.140862536,-0.074395426,0.086036474,0.484627771,0.10472523,0.059352829,0.188964097,0.10930135,0.166398623,0.213612507,0.066553851,0.018385221,-0.099290921,0.153302965,0.299659638,0.055547661,-0.305741798,-0.274950154,-0.152383902,-0.043574639,-0.20004499,-0.244435279,-0.185988181,-0.033515791,-0.352412164,0.14111191,-0.197693652,-0.180734812,-0.197067619,0.102854195,-0.185515338,-0.00999473,-0.279088733,-0.176644599,-0.024978868,0.112280108,0.199802501,0.266393418,-0.210818749,0.086036474,0.026648246,0.139696198,0.158927473,-0.12156198,-0.01434472,-0.209046396,-0.110072778,0.169392347,0.05699218,0.156549279,-0.082602439,0.01042468,-0.032543373,0.022580372,0.061447251,0.205864947,0.221298642
Ndufb3,0.173320501,0.279415547,-0.355006785,-0.730100942,-0.027356865,-0.0349658,0.020817975,0.15173313,0.264504685,-0.29011625,-0.368390663,-0.134436813,0.005788878,-0.211997839,-0.113772495,-0.099740406,0.001597006,0.123781041,0.305531372,-0.309147779,-0.285946119,-0.205651913,0.235941622,0.330373163,-0.103587186,0.018729546,0.103674677,0.301349639,0.253750149,-0.232488988,-1.23201176,-0.277075812,0.283665012,0.149548283,0.143633166,-0.075643656,-0.001111047,-0.370400303,0.240932665,0.232299493,0.073086036,-0.024779146,-0.162723772,-0.341556902,0.080896251,-0.008853279,-0.161654677,-0.314379728,-0.330542421,0.242526978,0.205142785,-0.000186575,0.020148638,-0.158315085,-0.32752173,-0.332815467,0.335387549,0.225878896,0.077717729,0.020846785,-0.196090366,-0.24667096,-0.3680351
Nop58,0.125764387,0.229754516,0.440908366,-0.548017651,-0.125198556,-0.136389903,0.158684474,0.257847489,0.319384922,0.344436328,0.215652306,0.163613479,0.129915438,0.136966169,0.142841676,0.147636642,0.213197838,0.078437915,0.373699422,0.289425794,0.166502088,0.224810718,-0.125606556,-0.147028103,-0.060487722,-0.15844903,-0.177288765,0.093615702,0.106833198,0.131297994,-0.134327992,0.340649623,-0.091245956,-0.104914032,-0.058106929,-0.069063224,-0.208304284,0.366268871,-0.064906014,0.000595182,-0.118293809,0.181612909,0.058042471,0.331187293,-0.133492033,-0.109951157,-0.021734969,0.191099207,0.307000896,-0.133280875,-0.348682715,-0.109308401,-0.175956353,-0.089139648,-0.07984721,0.381106794,-0.10575166,-0.206379098,-0.080473182,-0.136230437,0.03594675,0.071799276,0.375922891
Wdr12,0.288944006,0.202353499,0.33305178,0.531990326,-0.000725976,-0.061357196,0.171872397,0.212532524,0.184014301,0.281126136,0.187049116,0.252208152,0.269033891,0.182318632,0.214231645,0.169347114,0.18326839,0.214366981,0.321528853,0.290849384,0.226718654,0.20654075,-0.176790985,-0.177033212,-0.046840073,-0.136947299,-0.227126011,-0.172700645,-0.170559614,0.195493527,0.439668119,0.206299691,-0.214070881,-0.233077919,-0.078758602,-0.066833463,-0.05643112,0.306055184,-0.236227165,-0.080989291,-0.126134438,0.132703721,0.394588973,0.20531007,-0.176653972,-0.103844608,-0.039417588,0.129585627,0.259613959,-0.282522628,-0.172268126,-0.069960427,-0.097803562,-0.021808765,0.232837568,0.23503512,-0.242330198,-0.055172486,0.023655453,0.007606912,0.048960122,0.266085493,0.40504236
Cyp20a1,0.249532774,0.329244773,-0.195737996,-0.572227157,-0.125414167,-0.022326603,0.02614698,0.115786557,0.282027502,-0.203422891,-0.1019421,-0.061554239,-0.020413642,-0.19258569,-0.130569031,0.008376215,0.038197524,0.139106109,0.388310661,-0.314460774,-0.169388465,-0.059228857,-0.000285343,0.053828656,-0.15298618,-0.098844908,-0.025603993,0.141573863,0.281777489,-0.149706722,-0.793124714,-0.237868406,0.157592637,0.043871037,0.03970438,-0.073337037,0.008037715,-0.196037238,0.157396457,0.09535044,-0.101548578,0.035932,-0.194016358,-0.242582789,-0.018545832,-0.110597105,-0.010057353,-0.13931585,-0.286489071,0.123848226,0.055581743,0.12790946,0.057523927,-0.101983387,-0.14292404,-0.224571987,0.211467053,0.201178087,0.120953581,0.079104314,-0.059780426,-0.101222558,-0.322306871
Nrp2,-0.078936338,-0.459731711,-0.543721424,-0.309399113,0.160071532,0.182723974,-0.107450775,0.209778013,-0.457942879,-0.512468073,-0.147615141,0.013554486,0.035130823,0.168614056,-0.186805513,-0.185666446,0.381919758,-0.242536494,-0.164644381,-0.491355407,0.09482973,-0.017051092,0.309175183,-0.069934291,0.106737368,0.237374898,0.092214281,-0.235196034,-0.382318767,-0.125780846,-0.338926171,-0.66476787,-0.532713708,0.040389124,0.046417785,0.248548072,0.248647993,-0.572616153,-0.048826827,-0.189497225,-0.119065885,0.176715269,-0.081411126,-0.705124328,0.248224215,0.364365828,0.436610608,-0.027571288,-0.333592727,-0.000870404,0.063399568,0.221435861,0.18944756,0.06017115,-0.2426295,-0.43732851,0.042729747,0.046238695,0.150694855,0.360545954,-0.125372683,-0.640710638,-0.608128485
Ndufs1,0.239750943,0.263363208,-0.263256344,-0.058041745,-0.143191,-0.090307129,0.047089316,0.219337816,0.310789263,-0.382854981,-0.296747611,-0.221264192,-0.033870394,-0.237381986,-0.197239705,-0.089016582,0.039686805,0.21148289,0.510325396,-0.304312815,-0.283097229,-0.186115929,0.246744126,0.337346585,-0.148945767,-0.098758674,0.008482838,0.008551544,0.078500637,-0.22771143,-0.026961112,-0.328358491,0.030976183,0.183770648,0.029919331,-0.174206473,-0.058344982,-0.266444345,0.202218552,0.151193402,-0.047019494,0.081720004,0.111938909,-0.290133945,0.055200722,-0.111297131,-0.138382478,-0.257423044,-0.343777323,0.222518979,0.09083092,-0.03131554,-0.069135202,-0.200581587,-0.157811603,-0.318569351,0.280096039,0.038439509,-0.008624535,-0.09244731,-0.191622086,-0.163085116,-0.184018538
Eef1b2,-0.530241266,-0.751001708,0.487746866,0.832432389,0.227750092,0.031520948,-0.113074876,-0.457350237,-0.718700403,0.442290192,0.319125931,0.163194968,-0.013303949,0.377010047,0.189012996,0.011126215,-0.193398234,-0.379724862,-0.870342315,0.52100217,0.440307068,0.201970885,-0.385244678,-0.412416347,0.127502276,-0.081144437,-0.153877282,-0.370291917,-0.578482462,0.454952937,0.893159101,0.354538739,-0.485828333,-0.308971373,-0.248635268,0.072693081,0.033072417,0.497983565,-0.38150956,-0.310193809,-0.144774651,-0.228843602,0.171807646,0.548673603,-0.226749527,-0.061804008,0.035220556,0.331642519,0.387931448,-0.300434313,-0.205196215,-0.186427785,-0.075961061,0.170106356,0.460936171,0.532369102,-0.309143662,-0.285349838,-0.162563684,-0.071801451,0.092454488,0.520147555,0.578719593
Rpe,-0.097606054,-0.049694794,-0.46273198,-1.363839296,-0.132059822,0.002688586,-0.081746786,0.168709615,-0.084460353,-0.461481581,-0.007894384,0.06994024,-0.049319757,-0.444222755,0.271274425,0.319958545,0.272356392,0.004734809,-0.57211022,-0.257699773,-0.243588578,0.233874671,-0.116880076,-0.256930131,0.015581258,0.334135097,0.216236843,0.348326911,0.148602776,-0.843629975,-0.929399736,-0.361627573,0.337198995,0.241354782,0.211984004,0.002198225,-0.293703129,-0.410676402,0.297246416,0.325448076,0.114426318,0.017611959,-0.841223678,-0.673375997,-0.226540158,0.17473643,-0.466073702,0.027295045,-0.037396989,0.047070256,-0.442165625,0.228125717,0.175438648,-0.547487795,-1.273546102,-1.031478231,0.076605508,0.224129144,0.35683551,-0.021734097,0.001215925,-1.325209435,-0.724447554
Acadl,0.255468024,0.389607343,-0.545738349,-0.676233293,-0.205087467,-0.114824636,0.05190009,0.215441969,0.355799683,-0.542200025,-0.362725068,-0.181251818,-0.097333486,-0.390454677,-0.27859479,-0.170783154,0.030850222,0.166301928,0.565028397,-0.536140415,-0.441894609,-0.209132582,0.318392406,0.417308881,-0.22423013,-0.109144997,0.040202036,0.247136352,0.469890753,-0.493702881,-0.768252937,-0.498945343,0.217805879,0.213533299,0.096396033,-0.172826598,-0.096784266,-0.576348315,0.279381095,0.265520239,0.006289654,0.066946215,-0.168460316,-0.639514286,0.108413796,-0.065696904,-0.095553242,-0.350544925,-0.537208733,0.37150161,0.117218103,0.078985051,-0.064288664,-0.217117206,-0.501073404,-0.57977422,0.418456379,0.176425696,0.094322595,-0.009067759,-0.20401208,-0.48974094,-0.585568398
Lancl1,-0.192803844,-0.212241264,-0.068778278,-0.620661973,0.18613591,0.039092636,0.12611651,-0.11949729,-0.081897615,-0.089940961,-0.208338331,-0.093900139,-0.146980027,-0.103265749,-0.131262368,-0.093274955,-0.091007603,-0.02986774,-0.0859315,-0.001873874,-0.172417906,-0.137658727,0.05773702,0.007471249,0.104770554,-0.118888509,0.048849217,-0.352816288,-0.030800888,-0.00071919,-0.844487656,-0.065233021,0.221948938,0.022298667,0.035437548,0.033491466,0.149989306,-0.194482636,0.01084988,0.06697935,0.012882176,-0.073170557,-0.071180062,0.403569976,0.046380389,0.05484508,0.01403606,-0.135270441,0.064161513,0.334176641,0.225659129,-0.042479543,0.09013741,0.109231143,0.1972663,-0.091212805,0.053095747,-0.867457221,0.035487236,0.204627005,0.093548648,-0.053536922,-0.071773398
Cps1,-0.161932749,-0.015084328,0.362137859,-0.930774084,0.130436268,-0.106595182,-0.11949078,-0.145362136,0.091465384,0.450553962,0.323431628,0.137308413,0.007282151,0.317960448,0.198816045,-0.004561558,0.055923862,-0.018337305,-0.205859661,0.211171859,0.442695327,0.1741282,-0.633455603,-0.902283248,0.226200915,0.019063537,-0.172978823,0.006047531,0.368816698,0.145747495,-0.413903858,0.312817899,-0.040304883,-0.399350306,-0.053487224,0.213650159,-0.21553795,0.52018936,-0.184234133,-0.102528063,-0.049631318,0.00353402,-0.303734642,0.278460151,-0.511506355,-0.297621868,-0.104843275,0.302993523,0.445570621,-0.578203667,-0.768753852,0.047834672,-0.063986902,-0.016280537,-0.023511559,0.449667216,-0.613400249,-0.192670716,-0.023519237,-0.162693139,0.110263409,0.227543563,0.326106872
Atic,-0.172778235,-0.172656061,0.103248844,-0.029323636,0.041679023,0.029733263,-0.083948286,-0.115756001,-0.193743081,0.163500165,0.091179459,0.086128007,-0.005515922,0.076382755,0.124909773,0.057576242,-0.027915276,-0.0146398,-0.40356714,0.122322575,0.177696031,0.046537704,-0.23862593,-0.317990312,0.091033821,0.107908755,0.0297897,-0.043714983,-0.105236603,0.081819881,0.085566735,0.113608295,-0.112823683,-0.075674267,0.02255732,0.139393245,-0.030446312,0.135084705,-0.048419491,0.023998855,0.01013516,-0.065696484,-0.053588392,0.096531538,-0.228077742,-0.0691331,-0.064652993,0.131032116,0.123309499,-0.20914594,-0.160239084,0.034363487,0.025635653,-0.005899903,0.073858707,0.163132934,-0.171306883,-0.033756639,0.019703267,-0.044999751,0.030644512,0.127004601,0.122951461
Fn1,0.181096165,0.255599089,-0.706549545,-0.231313341,-0.270541003,-0.000982858,-0.309414866,-0.023464836,0.212954301,-0.702628666,-0.242454153,-0.329847253,-0.217293485,-0.181425362,-0.320792889,-0.31568199,0.094171517,0.426151936,0.717078644,-0.653219485,-0.134353883,-0.456704904,0.518359606,0.588819409,-0.23565987,0.072037444,0.173813732,0.065154199,0.063144165,-0.263865504,-0.296904205,-0.746937863,0.417674644,0.263765802,0.185740237,-0.102397514,-0.0847205,-0.806318687,0.112291702,0.02695176,0.08628841,0.006757261,-0.203454111,-0.790212073,0.375763965,0.360414129,0.111428079,-0.351424673,-0.646250912,0.29437439,0.142982916,0.175405627,0.112466951,-0.076986266,-0.14724528,-0.794212609,0.218563178,0.148654812,0.159971835,0.041174976,-0.070537549,-0.344019285,-0.600120708
Rpl37a,0.178382582,-0.002719801,0.43450076,0.142799792,0.030421932,-0.239167816,0.233662605,-0.015417166,-0.011337719,0.244811835,0.403350443,0.124093467,0.19007509,0.408597574,-0.085935247,-0.024823838,0.007411605,0.130395939,0.050771146,0.405594286,-0.014295889,0.150671542,-0.161832278,0.00075782,-0.060864756,-0.527368239,-0.323784664,-0.358434092,-0.050530119,0.380812961,-0.528883394,0.310058126,-0.486712306,-0.227285252,-0.056355208,-0.293852488,0.026506968,0.393700777,-0.132673345,-0.219548501,-0.23736194,0.08535939,0.189989733,0.606491898,0.046616075,-0.109470189,0.223127376,0.274051784,0.103467185,0.008611713,0.046841757,0.012516342,-0.189517161,0.048013301,0.564750275,0.390341377,-0.059496139,-0.66817632,-0.190581537,-0.096526617,-0.241708142,0.596094549,0.544355217
Tns1,-0.726634541,-1.283116942,-0.079248384,0.188829313,0.42188188,0.206420989,-0.453740507,-0.564338829,-0.554367091,0.10230284,0.25307002,0.035055058,-0.247654025,0.389467593,-0.121939951,-0.325656679,-0.266153748,-0.945247303,-0.69146311,-0.053423037,0.217842317,-0.27521453,0.151512964,-0.080440588,0.381072666,0.144250975,0.164696487,-0.680405057,-0.637314519,-0.046047368,0.408009472,0.175977672,-0.966349611,0.068832713,0.030351987,0.269518439,0.151071706,0.034652822,-0.377414239,-0.023840174,0.042004364,-0.3603461,-0.52927611,-0.011972642,0.269848856,0.414023302,0.418843199,0.297896926,0.325869604,0.001554349,0.438404248,0.139257865,0.249103627,0.484863884,-0.005886843,0.24210973,-0.040233595,-0.183270424,0.101924394,0.302888052,0.216232599,0.54795899,-0.05265518
Arpc2,-0.403581668,-0.364146056,0.046428401,-0.352485935,0.090474021,0.059590911,-0.164306845,-0.306107552,-0.398014894,0.00786764,0.106952287,0.058063537,-0.096049,0.057153007,0.078351923,0.129038243,-0.155897812,-0.389070087,-0.482279539,-0.080510651,0.060767925,0.083380035,-0.033033086,-0.124869946,0.096198185,0.204723821,0.151563245,0.115355291,0.266489219,-0.020956058,-0.735511489,0.023428737,0.212656052,0.055005857,0.131851614,0.125077782,0.065403456,-0.007926213,0.025712587,0.153302922,0.200341814,-0.092984709,-0.142749936,-0.080070954,-0.004852834,0.065822552,0.04323725,0.128246771,0.090535162,-0.042263638,-0.122585812,0.177704586,0.02840006,0.038683314,-0.040968777,-0.016167345,-0.077817311,0.068321654,0.117163044,0.131560671,0.095981497,-0.276062306,-0.107897027
Abcb6,-0.372752354,0.335184192,-0.04580369,0.502500341,-0.471027448,0.357552005,-0.28862612,0.634838407,0.958179824,-0.612976877,-1.008289388,0.455679484,-0.50779464,-1.160077215,-1.194087052,0.657112286,-0.136688672,0.147557188,0.212819095,-0.931052646,-0.625151591,-0.8259706,0.039528364,-0.333322849,-0.161185152,-0.530514717,0.600729817,1.431845787,1.071553261,-2.351222402,-0.781105023,-1.006602735,1.292026609,-0.126448335,-0.197358232,-0.719504624,-0.26570854,-0.268703156,0.507453134,1.453418591,0.213718878,-0.686245837,-1.123454705,-1.007948753,0.667424661,1.263034406,0.273018494,-1.530514717,-2.219678037,0.408084739,-0.105891169,0.985786141,-0.993427346,-0.229133999,-1.082035769,-0.525665317,0.077167861,-0.208586622,1.368321,-0.559958495,-0.204013892,-0.657370996,-1.713637677
Tuba4a,-0.682168848,-0.643252782,0.440591825,0.318899051,0.098780037,-0.116793412,-0.317981923,-0.570077927,-0.784663661,0.454834176,0.422953299,0.008267076,-0.264050911,0.353219512,0.144300445,-0.111598839,-0.264364623,-0.482297376,-0.792823743,0.597794199,0.393757177,0.01291745,-0.38816609,-0.355657483,0.181776829,-0.116809898,-0.03605095,-0.084040877,0.052800313,0.494478933,0.517355971,0.496909158,-0.108896741,-0.189467012,0.089633677,0.18792655,-0.188234434,0.464155725,-0.15084461,-0.057530848,-0.095867904,-0.336345134,-0.182069361,0.672468118,-0.319404653,-0.124405056,0.036979867,0.408880859,0.616396823,-0.266322897,-0.229943268,-0.089187903,0.026994218,0.043588609,0.455784655,0.566389004,-0.36916216,-0.188036397,-0.13374411,-0.06883939,0.254578275,0.340323817,0.4953005
Dnpep,-0.043270138,-0.063724119,-0.018895048,-1.137777306,0.12427318,0.149752628,0.14224648,-0.038097829,-0.10720383,-0.087563795,0.063476211,0.137004952,0.065991341,0.127173921,0.14589023,0.118350422,0.077930057,-0.028702083,-0.462624252,-0.091472768,0.150319477,0.163176378,-0.041637487,-0.343686747,0.130569177,0.089595087,0.039020354,-0.817657477,-0.557689571,-0.01845292,-0.969129325,-0.017691413,-1.067298389,-0.209351021,-0.029680335,0.161705584,-0.028001326,0.021367256,-0.039496534,-0.010693954,-0.022791865,0.075754702,-0.400965116,-0.015947321,-0.115151099,-0.095439298,0.084307747,0.149293079,-0.090419861,-0.128819981,-0.174975817,0.001521257,0.08109153,0.028467803,-0.215369365,0.015103527,-0.175453309,-0.195433398,-0.03076694,0.061707555,0.184954857,-0.236404795,-0.231802437
